movieName,pageRank,ratingcount
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau),0.5006224693734389,10
"Edge, The",0.5004057860546486,10
16 Blocks,0.4993138681047879,9
"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",0.4991894160116678,10
Persepolis,0.4989337286861304,9
In Time,0.4984713869824925,9
Blink,0.49826857776762634,9
The Hateful Eight,0.49797348571865047,8
All Dogs Go to Heaven 2,0.49720652783507857,10
Cemetery Man (Dellamorte Dellamore),0.4967831951594824,8
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",0.49670289331501155,11
Out of the Past,0.49658621111894713,7
Fools Rush In,0.4961725532596369,10
Man Bites Dog (C'est arrivé près de chez vous),0.49610672570056136,8
Beyond Rangoon,0.49596495647924044,9
She's Gotta Have It,0.4956880441816753,8
You Can't Take It with You,0.49495121508363205,9
Batman v Superman: Dawn of Justice,0.4946601913606926,8
Vampire in Brooklyn,0.49456275239010716,11
Operation Dumbo Drop,0.4945467190943581,10
Beowulf,0.49451921043515656,8
"Dreamlife of Angels, The (Vie rêvée des anges, La)",0.4943203689776151,9
Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),0.49413012832487013,10
Mumford,0.4940392018366712,8
In the Mouth of Madness,0.49386828872162625,10
Side Effects,0.4937816428049334,8
"Last Supper, The",0.4930044220016708,9
Always,0.4929137906106387,8
Dawn of the Planet of the Apes,0.49284096820595924,8
"Unsinkable Molly Brown, The",0.49281597290997475,8
Antwone Fisher,0.4928022697620291,8
Mrs. Parker and the Vicious Circle,0.4927884214210989,9
Mission: Impossible - Rogue Nation,0.49271349285032406,7
Harry and the Hendersons,0.49224244662365607,9
Carnal Knowledge,0.492172989349616,8
Tora! Tora! Tora!,0.4919973693625327,10
Storytelling,0.49187998494513996,8
Village of the Damned,0.49136050099835643,10
Night Shift,0.4912989622372029,9
Mortal Kombat: Annihilation,0.49128573822882204,9
"Flamingo Kid, The",0.4912776731200686,10
Return to Paradise,0.4911117247797137,8
Jack Reacher,0.49077097726936225,8
Gilda,0.49075255623070835,8
Terminator Genisys,0.4905542125623581,7
Kurt & Courtney,0.49032547641600716,8
Benji,0.4900595509802866,8
Killing Zoe,0.48994081575485776,10
Zootopia,0.48988781473934845,9
My Dog Skip,0.4897805809474041,9
Needful Things,0.4897489426166641,9
"Corporation, The",0.4896917065395853,8
"Lion in Winter, The",0.48966517863841147,9
Shaolin Soccer (Siu lam juk kau),0.4895002534124467,8
Hearts of Darkness: A Filmmakers Apocalypse,0.48939749729693915,8
East is East,0.48934945622426584,9
"Messenger: The Story of Joan of Arc, The",0.4892153458725641,10
Elite Squad (Tropa de Elite),0.48857150610653427,8
"Mist, The",0.48839164845837973,8
Freeway,0.4883794317647081,10
Paul,0.48813207877713727,8
Shame,0.48810823504939477,7
Fever Pitch,0.487972718720826,8
Cowboys & Aliens,0.4879221564891227,8
Swing Kids,0.48785022696878794,10
Prince of the City,0.4878434507253306,8
Gung Ho,0.48769552064628485,8
Solaris,0.48767466243203683,8
Christine,0.48703679210438916,8
Get Him to the Greek,0.486897395207117,8
Funny Farm,0.4866994759598149,9
"Andromeda Strain, The",0.48599351521463363,9
Don't Tell Mom the Babysitter's Dead,0.4857275792913546,9
"Shaggy Dog, The",0.4855513472698491,10
"Crossing Guard, The",0.48550545036200926,10
Mother,0.4853976729345725,10
In Good Company,0.4852344316434199,9
"Kentucky Fried Movie, The",0.48475674721389267,9
Final Destination 2,0.48446310793919434,9
Lilies of the Field,0.48423624492922385,8
High Plains Drifter,0.4842021526297115,9
"Bell, Book and Candle",0.4839641432634178,8
"Dolce Vita, La",0.4835518101600825,8
"Princess Diaries 2: Royal Engagement, The",0.48336665188171496,8
Louis C.K.: Shameless,0.4832221353987255,9
"Animal, The",0.4830912576526534,8
Places in the Heart,0.48300450575340526,9
Battle: Los Angeles,0.4828779877328765,8
Knight and Day,0.4827220464613826,8
American Buffalo,0.48258091586849944,9
"Imaginarium of Doctor Parnassus, The",0.48234385109317984,7
I Shot Andy Warhol,0.482068527529302,9
Baraka,0.48189999157999086,8
Ichi the Killer (Koroshiya 1),0.4817084183259822,7
"Trouble with Harry, The",0.48142611655865386,8
House of Games,0.48128995589007756,8
Fierce Creatures,0.48094269799428113,9
Barefoot in the Park,0.4808599524878287,8
Living Out Loud,0.4807515262517288,9
Hanna,0.48074470735171115,8
Thirteen,0.4806386049816348,8
"Piano Teacher, The (La pianiste)",0.4804567824326575,7
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",0.48021639495259855,8
King Arthur,0.4800090699579729,8
Mutiny on the Bounty,0.4799621102933324,10
Dragon: The Bruce Lee Story,0.47940192793680514,8
Be Kind Rewind,0.4793879953782764,8
Inside Llewyn Davis,0.4787066428126478,8
Herbie Rides Again,0.478685960371437,9
"Substitute, The",0.4782578096699814,10
Bitter Moon,0.47817426904014326,7
Friday the 13th Part 2,0.47807402349064804,9
Billy Jack,0.47806296216099947,8
Attack of the Killer Tomatoes!,0.47801237413847536,9
Beneath the Planet of the Apes,0.4779267678408156,8
"Day at the Races, A",0.4777787284310249,7
"NeverEnding Story II: The Next Chapter, The",0.47756227583408245,9
"Night to Remember, A",0.4772422347035849,8
22 Jump Street,0.47698977361328854,8
"Postman Always Rings Twice, The",0.476861224449989,9
Fatal Instinct,0.4765150617043027,9
"Adventures of Milo and Otis, The (Koneko monogatari)",0.476423944426083,9
Jesus Christ Superstar,0.4763741943208835,8
Bubba Ho-tep,0.4762918244253303,9
Fantastic Four: Rise of the Silver Surfer,0.4761760738083844,8
Tales from the Hood,0.475925533630482,10
Boyhood,0.4757429069791315,7
Cat People,0.4754953131568858,9
Burnt by the Sun (Utomlyonnye solntsem),0.4754281343984918,9
Cat's Eye,0.47537834781217464,8
Young Sherlock Holmes,0.4753022703545433,9
National Treasure: Book of Secrets,0.4752385597866319,7
Earth Girls Are Easy,0.47513322734444274,7
Farewell My Concubine (Ba wang bie ji),0.4750898226535156,9
"March of the Penguins (Marche de l'empereur, La)",0.47506311590706596,9
John Carter,0.47499748066982134,8
Pitch Perfect,0.4749389324166711,7
How to Train Your Dragon 2,0.4748175291673229,8
Cujo,0.4748037405579763,9
"Black Hole, The",0.4746091394230631,9
"Invention of Lying, The",0.4737595068042017,7
"Trip to the Moon, A (Voyage dans la lune, Le)",0.4737307896269775,6
Lincoln,0.47362429696503194,7
Return to Oz,0.4731960370833933,9
Pitch Perfect 2,0.47305530098244647,6
Fury,0.4721258051799492,8
"Big One, The",0.4719083840361112,9
15 Minutes,0.4717983245821027,8
This Is England,0.4715969648365637,9
Final Fantasy VII: Advent Children,0.47126087361668073,8
Hostage,0.47122915857209696,9
Mona Lisa Smile,0.47113187108714927,8
Three Men and a Little Lady,0.47112880199190044,8
Beerfest,0.4710337046324584,8
"It's a Mad, Mad, Mad, Mad World",0.4707864105924278,7
Narc,0.470746176260955,8
"Bride of Frankenstein, The (Bride of Frankenstein)",0.470704373485606,8
Invasion of the Body Snatchers,0.47056415866247014,7
"Trip to Bountiful, The",0.4705010328707006,9
No Man's Land,0.47035107941345794,9
Simone (S1m0ne),0.4702715496585412,6
Meet the Robinsons,0.46983286548132974,8
Coal Miner's Daughter,0.46978648098267306,8
"Tuxedo, The",0.4697452325796252,8
Basquiat,0.46972937219292255,8
UHF,0.46938064959343945,8
Home Alone 3,0.46936722617755744,9
Looking for Richard,0.46925710535502485,9
He's Just Not That Into You,0.4692076518501561,8
"Little Princess, The",0.46905523335561766,8
Sanjuro (Tsubaki Sanjûrô),0.4690316029844709,7
Lean on Me,0.4690242378728583,8
Cabin Boy,0.4689785935615877,9
Paperman,0.4687599455129474,8
Kolya (Kolja),0.4687281827325442,9
Romeo Is Bleeding,0.468510293240248,10
"Deep End of the Ocean, The",0.4683613010488267,8
Nacho Libre,0.4682958496988971,7
Ali G Indahouse,0.46817310386832944,6
"Last Starfighter, The",0.4676789887559386,8
Madagascar: Escape 2 Africa,0.4673676846016103,8
Antonia's Line (Antonia),0.4673260949950151,10
Eddie Murphy Raw,0.46667959484995386,9
Big Momma's House,0.4663407332788137,8
"Other Guys, The",0.4662746711979233,7
Ulee's Gold,0.46605505383385276,8
Breaker Morant,0.4659879284507789,9
Coffee and Cigarettes,0.4659658091099175,7
Family Guy Presents Stewie Griffin: The Untold Story,0.46591894107181847,8
Frenzy,0.4658463449830057,9
Beautiful Thing,0.46525524938860285,8
"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The)",0.4649462781643499,8
Bee Movie,0.46450486572840516,7
Resident Evil: Extinction,0.4644801683057181,8
"Conformist, The (Conformista, Il)",0.4641732365879527,7
Godzilla,0.46410976626185,7
Free Willy 2: The Adventure Home,0.46400584794992605,8
Green Zone,0.4639748248077052,7
Citizen Ruth,0.46370624894595275,8
"Secret in Their Eyes, The (El secreto de sus ojos)",0.46365171127365773,7
Enter the Dragon,0.4632101053658716,9
"Great Race, The",0.4631759873255466,8
Born into Brothels,0.462996094609029,7
Stardust Memories,0.4629736800201036,8
Bully,0.46280871246971583,7
Darby O'Gill and the Little People,0.4625348966982999,8
Withnail & I,0.4620101857007421,7
Melvin and Howard,0.4618761489474736,8
Selena,0.46134810807532506,8
"10,000 BC",0.4612024746158505,8
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),0.4609129881491463,9
Horton Hears a Who!,0.46068648949063196,8
Two if by Sea,0.46063698461841324,10
Random Hearts,0.4605117584759878,9
Cocoon: The Return,0.4602571413363066,8
"Idiots, The (Idioterne)",0.4599860860878615,7
Interiors,0.45989499587493987,6
Heist,0.4597695769136751,7
Tucker & Dale vs Evil,0.45952963216259146,8
Slap Shot,0.4594084727288653,8
Dead Presidents,0.45933595029537666,9
"House of Yes, The",0.45915563893556427,9
Crazy Heart,0.45877083412691505,7
Hedwig and the Angry Inch,0.45816303464162844,7
"Woodsman, The",0.4581196548767907,7
Forbidden Planet,0.4581012095411164,9
"Bourne Legacy, The",0.45761729514036387,7
"Cat from Outer Space, The",0.457599128885086,8
Murder by Numbers,0.45749802547269247,8
"Hate (Haine, La)",0.4573142030453344,8
"Maze Runner, The",0.4571588973371204,7
"Kids Are All Right, The",0.4567780854984485,6
Knowing,0.4562193570093898,7
"Witches of Eastwick, The",0.456199053641075,7
Simon Birch,0.4555162547485493,8
Ong-Bak: The Thai Warrior (Ong Bak),0.4551554880711609,8
Jin Roh: The Wolf Brigade (Jin-Rô),0.455090112075133,8
Kelly's Heroes,0.4544948351590211,9
Waking the Dead,0.4538993489977447,6
Mystic Pizza,0.45389146018185256,7
Soul Man,0.4537901671012065,9
Lucy,0.453561687903796,7
Home Fries,0.45302079849265586,8
Enron: The Smartest Guys in the Room,0.4525156147167519,7
Videodrome,0.45237362227155287,7
Beverly Hills Ninja,0.45228291348900684,9
Jane Austen's Mafia!,0.4522352073864356,8
Paranormal Activity,0.45213707658636904,7
"Education, An",0.4521350220270223,6
Despicable Me 2,0.45204299094661166,8
"Nightmare on Elm Street 2: Freddy's Revenge, A",0.4518489082927316,8
Norma Rae,0.4515217609205603,7
Reversal of Fortune,0.45147435941329983,7
Grand Hotel,0.4512453753826125,7
Your Friends and Neighbors,0.45107484756334965,7
"Night at the Roxbury, A",0.45083163435443563,8
Sicario,0.45069517204979637,7
Win Win,0.45046468468080886,6
How Green Was My Valley,0.45030931493569076,8
Love Affair,0.45027467108015473,9
Hocus Pocus,0.4502284499048927,7
Fear,0.4499662219055402,9
Chungking Express (Chung Hing sam lam),0.4499364874200205,7
"Accused, The",0.44991693340491057,7
"Bear, The (Ours, L')",0.4498645468696313,8
Romper Stomper,0.449770641231098,9
Picnic at Hanging Rock,0.44943713289585124,7
Microcosmos (Microcosmos: Le peuple de l'herbe),0.4494358893037035,8
"Eyes Without a Face (Yeux sans visage, Les)",0.4491016868127499,7
"Pagemaster, The",0.44889351205925093,9
"Adventures of Tintin, The",0.4487368079172088,7
The Man from U.N.C.L.E.,0.44848715679367596,7
Throne of Blood (Kumonosu jô),0.4483824610158489,7
Valkyrie,0.44838110390910296,7
Public Enemies,0.4481969302799996,7
Suicide Kings,0.4480487330629872,9
How to Marry a Millionaire,0.4476738522637107,7
Under the Skin,0.447507748289433,6
Little Man Tate,0.44738256904012025,7
Birdy,0.4472382362716362,7
Battleship,0.4464013159628377,7
Balto,0.4461711361051725,8
"Sweetest Thing, The",0.44598921762524407,8
Bringing Down the House,0.4455909286255328,7
Rock Star,0.4454596717468599,7
"Tourist, The",0.4454595737097812,7
Music and Lyrics,0.4454247461534655,8
Rango,0.44536870995757977,7
Philomena,0.44533861404388536,6
"Phantom of the Opera, The",0.445330402129898,8
"Cooler, The",0.4450904122887233,7
Martha Marcy May Marlene,0.44483292273463876,5
Dying Young,0.4447672780225067,8
Magnum Force,0.4446041967860769,7
"Secret Life of Walter Mitty, The",0.44456507748704216,7
Life as a House,0.44454222546624456,8
Julie & Julia,0.4439957231203269,7
Newsies,0.4438904338228213,8
Apocalypto,0.4437965227794121,8
Proof,0.44356567374140005,6
Charlie Wilson's War,0.44326126383409314,7
Mean Streets,0.44281124010691425,7
"Object of My Affection, The",0.44280739829470767,9
Irreversible (Irréversible),0.44274801504759564,6
Until the End of the World (Bis ans Ende der Welt),0.4426233988981972,7
Surrogates,0.44254702867815837,7
Margin Call,0.4425010448153928,6
Win a Date with Tad Hamilton!,0.4424189288647057,7
Sweet Smell of Success,0.4423421841840881,7
Just Like Heaven,0.4417510386487539,8
Kazaam,0.4415635749400459,8
"Campaign, The",0.44098714459850435,6
Stevie,0.44061883572492866,7
Hard Rain,0.4405072577211127,7
Matewan,0.4404087482760145,6
Fair Game,0.4402238265301364,7
"Topo, El",0.4401494217175982,5
Frances,0.4399940608372757,7
Antitrust,0.4399935430615603,8
Freddy Got Fingered,0.43994841055634937,7
Death Wish,0.4398543433020932,7
Bewitched,0.43979121751188077,7
"Asphalt Jungle, The",0.4393788420322584,7
Amarcord,0.43936807491694735,6
Holes,0.43928889069337895,8
Gentleman's Agreement,0.4392191708788872,7
"Witches, The",0.4391465350710027,7
Trick,0.43898665145841026,6
Species II,0.4384215884180976,8
Mighty Joe Young,0.4382861284200675,8
Black Mirror,0.4381064939214725,7
Nosferatu the Vampyre (Nosferatu: Phantom der Nacht),0.43791489084693674,6
Crossroads,0.4375952390800756,6
Hidden (a.k.a. Cache) (Caché),0.4374990349292807,6
High Art,0.4374493986833032,7
Snowpiercer,0.437183037749753,7
Murphy's Romance,0.4370449063549013,8
Mad City,0.4367355358325774,8
Monsters University,0.43661416119010343,7
"Young Poisoner's Handbook, The",0.4363699307357581,6
Flushed Away,0.436286034988281,7
Ghosts of Mississippi,0.4358272907438934,8
Animal Crackers,0.43542910105170846,6
Date Night,0.43538910622277766,6
Never Say Never Again,0.43538535455015437,7
"7th Voyage of Sinbad, The",0.4352686056431558,7
True Crime,0.43520350104151406,8
Three to Tango,0.4348535816776408,8
"Nights of Cabiria (Notti di Cabiria, Le)",0.4345257148769273,7
Spy,0.43451654761194114,5
Flesh and Bone,0.4344428514876091,7
Ella Enchanted,0.4342253189214508,6
Bean,0.4342045918958611,8
Halloween III: Season of the Witch,0.43400442825870106,8
It Follows,0.43396786480785154,6
Angus,0.433777127771826,7
McCabe & Mrs. Miller,0.4334763912167324,7
"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)",0.433332247085613,7
"Last Waltz, The",0.4330526916862583,6
Spartan,0.43303173407158463,7
Treasure Planet,0.43284816121044345,7
Inventing the Abbotts,0.4328355162657959,7
Flipper,0.43234131645804647,9
K-19: The Widowmaker,0.4314720854970766,7
Major League: Back to the Minors,0.4314708199925736,7
Poltergeist II: The Other Side,0.43126235714095157,8
Wild at Heart,0.4310472195247409,6
State of Play,0.4310312470741849,7
Phantom of the Opera,0.43085685917541205,6
"Lost Weekend, The",0.43059712978211595,7
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",0.4303468293740937,6
Precious,0.430290723804125,6
Canadian Bacon,0.4302313257490863,8
"Replacement Killers, The",0.43008012427707215,9
Santa Sangre,0.4300660108310611,5
Saving Silverman (Evil Woman),0.42985358417699754,8
Mansfield Park,0.4295326730729844,7
Babes in Toyland,0.42936832350468285,7
Naked Lunch,0.42921533446535326,6
Machete,0.4289330089031918,6
Hard Target,0.42878321072757064,9
"Holy Mountain, The (Montaña sagrada, La)",0.4285009964390399,5
"Seventh Sign, The",0.42819751450864124,8
Striking Distance,0.42773443430531993,9
"Anniversary Party, The",0.4272980096119647,6
Sleuth,0.4272936093955899,6
"World's Fastest Indian, The",0.42723372547521576,8
Road House,0.42720826032410997,6
Beauty and the Beast (La belle et la bête),0.42711799965564257,7
To Live (Huozhe),0.42710457821421643,7
Terminal Velocity,0.4270342016727146,9
Everything Is Illuminated,0.42693280194494077,7
"Good Shepherd, The",0.4269306360958792,6
Splendor in the Grass,0.4268870552589838,7
Halloween II,0.42656846824373396,8
"Ladykillers, The",0.42655191977506274,7
The Fault in Our Stars,0.4264942577184395,6
Dirty Work,0.42648379483046905,7
"Believers, The",0.4262831732249935,7
Catwoman,0.42618592558281426,7
Creed,0.42605439915842547,6
"Business of Strangers, The",0.42600896585080805,5
Captain America: Civil War,0.4257096575604988,7
Muppets From Space,0.42570025383956195,7
Chef,0.42565935695763346,6
Velvet Goldmine,0.4256550918459309,6
Nick and Norah's Infinite Playlist,0.4255074335811911,7
Revolutionary Road,0.42494575906603693,6
*batteries not included,0.4248020036073449,7
"Mystery, Alaska",0.42473986184398665,7
My Super Ex-Girlfriend,0.4246824435973491,6
And the Band Played On,0.42468074671905626,8
Fresh,0.4246281393998843,6
Moll Flanders,0.4244428308774537,8
Warm Bodies,0.42403310790522003,7
Tea with Mussolini,0.42394041459913673,8
Get Real,0.42372475370419915,6
All of Me,0.4235600792313647,6
Even Cowgirls Get the Blues,0.42336396617388855,7
"Life Less Ordinary, A",0.42335173928628345,8
Saw III,0.42329112043830636,7
French Twist (Gazon maudit),0.4231813872410434,8
Ali,0.4230798145412532,6
1408,0.42303030534561525,7
Paper Moon,0.4228768791906568,6
"Prophet, A (Un Prophète)",0.4228723470227879,6
Air Bud,0.4225684191642948,7
Where the Money Is,0.42239136694803064,6
"Bad and the Beautiful, The",0.4218495394269405,5
Kung Fu Panda 2,0.42169940409785706,6
Shall We Dance?,0.4216243261282651,7
Cheaper by the Dozen,0.42135013129549587,7
"Way of the Gun, The",0.4210651093367971,8
Earthquake,0.42101589824343477,6
Hard Candy,0.4207617283625274,6
RocketMan (a.k.a. Rocket Man),0.4206716500842537,7
Flash Gordon,0.4204501189078847,7
Cats & Dogs,0.4202750282434996,6
I Now Pronounce You Chuck and Larry,0.4202506692574374,7
"Seven Year Itch, The",0.42021501837842,6
Unfaithful,0.4200833894992536,6
"Old Man and the Sea, The",0.4198774552102909,8
Missing,0.4198028413990183,6
Pandorum,0.41979833067928196,7
Noah,0.4197676232960914,6
"Polar Express, The",0.4196722579309305,7
Kiss of the Dragon,0.41942424890001184,6
Soldier,0.4193940370518296,7
Encino Man,0.41938247116049443,8
"Postman, The",0.41933598440123815,7
Where the Wild Things Are,0.41915501280293754,6
Last Man Standing,0.4191511721354517,8
Mad Hot Ballroom,0.4191228112686863,6
Zelig,0.41905902049816796,6
Faster Pussycat! Kill! Kill!,0.4190456625466232,5
Topsy-Turvy,0.4187914651574421,7
"Associate, The",0.41815428387288683,7
Play Misty for Me,0.41797223915190523,6
Boys Life,0.4179364479399231,6
Conquest of the Planet of the Apes,0.41773581492057466,7
"Fast, Cheap & Out of Control",0.4176677090639479,6
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)",0.4176484620077717,7
"Howling, The",0.4171032685267282,8
Winter's Bone,0.417058389945954,6
Fantastic Four,0.4167847499830682,6
The Amazing Spider-Man 2,0.41674519786459835,6
This Boy's Life,0.41672142604515083,6
"Brothers Bloom, The",0.4166133131407113,6
Jesus' Son,0.4165853184539037,7
The Artist,0.4164154862658376,6
Higher Learning,0.4163356575199636,7
Cocktail,0.41632997162798524,6
30 Minutes or Less,0.416175771326332,6
To Have and Have Not,0.4158132012011042,6
"Wolverine, The",0.41570460239682766,6
Underworld: Rise of the Lycans,0.4155029778849928,7
Maleficent,0.4154710387915616,6
"Babadook, The",0.41540469028296273,6
"Paper Chase, The",0.41534333154682784,7
Crank,0.4151931728895954,7
Tokyo Story (Tôkyô monogatari),0.415022977031776,6
Days of Wine and Roses,0.41474664736831723,6
Day of the Dead,0.4147189192733475,6
Half Nelson,0.41469587487314075,6
"Italian Job, The",0.41454956500362394,7
"Barbarian Invasions, The (Les invasions barbares)",0.41453860792753594,6
Alfie,0.414412798181605,6
Trees Lounge,0.41384096977221274,7
"Way, Way Back, The",0.41365647853555393,6
Pokémon: The First Movie,0.41365290476974914,7
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha),0.41349972556725034,6
"Rules of Attraction, The",0.4131398736282726,6
Melancholia,0.41306897082993377,6
Me and You and Everyone We Know,0.41298195735604765,5
San Andreas,0.412563713757446,6
Death at a Funeral,0.4125608019017974,7
Red Eye,0.41247525230303816,7
Smokey and the Bandit,0.4121241585080962,6
Lilya 4-Ever (Lilja 4-ever),0.4119038755750683,5
Guilty as Sin,0.41164265472883704,7
30 Days of Night,0.4115123808204889,7
Someone to Watch Over Me,0.4113556415972137,6
Lord of the Flies,0.41132148202667906,7
Clockers,0.4111463534393248,8
Catfish,0.4109406006219203,5
"Mothman Prophecies, The",0.4108913332367653,7
Lucas,0.4104197445851365,7
"Endless Summer 2, The",0.4102095013368661,6
Futurama: Into the Wild Green Yonder,0.41008261590894446,6
"Misérables, Les",0.41008038391088086,6
Twelfth Night,0.40989664961956135,7
Drowning Mona,0.40986712746258375,7
Cries and Whispers (Viskningar och rop),0.4097604139839188,5
Tales from the Crypt Presents: Demon Knight,0.40973031688309114,8
Idle Hands,0.40970289380173075,7
"Music Man, The",0.4094015990331887,6
Audition (Ôdishon),0.40930902429282345,6
"Blind Swordsman: Zatoichi, The (Zatôichi)",0.40861650101344416,7
On the Beach,0.4083843947919011,6
"Descent, The",0.4081739747186099,7
Backbeat,0.4080857199636371,6
Ultraviolet,0.40803098778299324,7
Chappie,0.40801867033432887,6
Gentlemen Prefer Blondes,0.40737630704086897,6
Jesus Camp,0.4072149633041013,6
Oklahoma!,0.4071488023478249,6
Gallipoli,0.4070556435954991,7
Futurama: Bender's Game,0.4067714234440287,6
"House of the Spirits, The",0.40665927204103686,8
Dark Shadows,0.4064569413757866,6
Condorman,0.40636877316821024,6
Unstoppable,0.4060757639919686,6
Sucker Punch,0.4060226942272802,6
Hollywood Shuffle,0.40575116817002477,5
Minions,0.4057329279373403,5
Cop Out,0.4057292821216671,6
Jade,0.40548996226838835,8
Jungle Fever,0.40548088448198766,6
Kissing Jessica Stein,0.4054577917652968,6
Mrs. Winterbourne,0.4053412489566086,7
"Soldier's Story, A",0.40483125523525476,6
Original Sin,0.403867143264769,6
Ruby in Paradise,0.4036538292087131,6
"Adventures of Rocky and Bullwinkle, The",0.4036031529433483,6
Ghost Rider,0.4035778364399516,7
Trainwreck,0.4034763659304826,5
Wild Man Blues,0.4034166938850479,6
"Swan Princess, The",0.40338995103231184,7
Little Fockers,0.4033684704491583,6
Woodstock,0.4026829373337332,6
Tears of the Sun,0.40237502491014127,7
It's Kind of a Funny Story,0.4023072215007701,6
Hidalgo,0.40199953726360865,7
"Secret World of Arrietty, The (Kari-gurashi no Arietti)",0.40197241174719023,6
Shooter,0.40193397122611596,7
RoboCop,0.40187272690881803,6
Never Cry Wolf,0.40183786167481267,6
"Kiss Me, Guido",0.40164814937801446,6
"Punisher, The",0.4014851133511163,7
Jackass Number Two,0.401282111966366,6
"Greatest Show on Earth, The",0.4011536505342832,6
Babylon 5: In the Beginning,0.4009959119213578,7
Little Big League,0.40072932776009446,6
"Computer Wore Tennis Shoes, The",0.4005545949068927,6
Ridicule,0.4003976556424724,5
Hilary and Jackie,0.40033009851216717,7
Widows' Peak,0.400271450311641,8
"Boys from Brazil, The",0.4000405387567134,7
Predators,0.3998514692269368,6
"Hunt, The (Jagten)",0.3998152481245299,6
"Proposal, The",0.3995778425594634,6
Jaws: The Revenge,0.39940268689982844,6
200 Cigarettes,0.39939637015009744,7
Thirteen Conversations About One Thing (a.k.a. 13 Conversations),0.39936939835090973,6
Morning Glory,0.3989906438186574,5
"Bridge Too Far, A",0.39894294082707077,7
Shadows and Fog,0.398930502379141,5
Crooklyn,0.3986147484003918,7
Joe's Apartment,0.39822030946234044,7
Human Traffic,0.39813128392988184,6
Repulsion,0.39807408516880577,5
Picture Perfect,0.39800194567654484,7
"Legally Blonde 2: Red, White & Blonde",0.39760025420006456,6
Limelight,0.3975634363824537,6
Get Carter,0.3971946985451823,7
Crimes of the Heart,0.3969343472166266,6
Non-Stop,0.39679029055788284,6
"Das Experiment (Experiment, The)",0.39647333206092217,6
Antichrist,0.3964511266887024,5
Julien Donkey-Boy,0.39635762098492083,4
Herbie Goes Bananas,0.39634040186412683,6
"Final Conflict, The (a.k.a. Omen III: The Final Conflict)",0.39629903900925517,6
Grown Ups,0.39628842153605204,5
Monterey Pop,0.3962679521700113,5
The Raid: Redemption,0.39608460540556306,6
Autumn Sonata (Höstsonaten),0.3957899577220344,5
D3: The Mighty Ducks,0.3957698187374406,7
Rock of Ages,0.395733723076866,5
Last Tango in Paris (Ultimo tango a Parigi),0.395677557821596,5
"Last Boy Scout, The",0.39562474526143515,6
Wet Hot American Summer,0.39549413216544443,6
Miss Congeniality 2: Armed and Fabulous,0.39538692358030264,6
Mermaids,0.3951182965981059,6
Green Card,0.3950712132315007,6
"Bad Seed, The",0.3949874181921261,5
Safety Not Guaranteed,0.39492090328276397,6
Black Dynamite,0.39446048714478293,6
Pride and Prejudice,0.3943440888658758,6
Love and Death on Long Island,0.3942724127556986,6
Fitzcarraldo,0.39416679260047593,6
The Interview,0.3940027965759369,6
"Weather Underground, The",0.3938709320941517,5
"Battle of Algiers, The (La battaglia di Algeri)",0.3938365650618187,6
Krull,0.39377115992231027,7
Book of Shadows: Blair Witch 2,0.3937116994994025,5
Rescue Dawn,0.3936545345035363,6
"Horse Whisperer, The",0.39352516584639374,7
The Importance of Being Earnest,0.39340349577724093,5
10,0.39296072468969284,5
Look Who's Talking Now,0.39294694763388516,6
Don Jon,0.3929401167738397,5
White Oleander,0.39268715628264106,5
Ice Age: Dawn of the Dinosaurs,0.39267200640858546,6
Windtalkers,0.3926443792596702,6
Dan in Real Life,0.39250345267506453,6
The Jane Austen Book Club,0.39248142661398794,5
Pale Rider,0.39245218410904564,7
Dead Man on Campus,0.39229933293823793,6
Days of Heaven,0.3920413927195561,6
April Fool's Day,0.39195513556671435,7
Poison Ivy,0.39194641076898706,7
"Descendants, The",0.3918445405632146,5
"Beautician and the Beast, The",0.3917121287011778,7
Failure to Launch,0.3914092131436086,6
"Family Thing, A",0.39136628967268033,7
Lantana,0.3913577308416084,5
"Air Up There, The",0.391296415376035,7
Something Wicked This Way Comes,0.3912582900936299,6
"Spanish Apartment, The (L'auberge espagnole)",0.3906611356919884,6
Doubt,0.3903420611873005,5
Fracture,0.39030915438277736,6
"Preacher's Wife, The",0.39020682920755073,7
House,0.3900472284176905,6
Meet John Doe,0.38975142284893627,7
"Girl Who Leapt Through Time, The (Toki o kakeru shôjo)",0.38974407750393275,6
"Jacket, The",0.38962108397865325,7
Titus,0.3891726083936821,6
"Boy Who Could Fly, The",0.3891140828531602,7
Scenes From a Marriage (Scener ur ett äktenskap),0.3890456499429616,5
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",0.3889923481052678,6
